Index,Name,Time,Quantity,Height,Area,Area %
,,[Min],[% Area],[µV],[µV.Min],[%]
1,UNKNOWN_2,0.97,46.16,302550851.6,1978110,46.158
2,UNKNOWN_4,2.26,0.02,2232.4,653,0.015
3,UNKNOWN,4.91,0,1102.1,210.3,0.005
4,UNKNOWN_6,5.89,0.01,5203.1,271.5,0.006
38,UNKNOWN,5.91,0,4523.1,201.1,0.005
5,UNKNOWN,6.14,0,693.6,55.1,0.001
6,UNKNOWN,6.3,0,218.2,11.1,0
7,UNKNOWN,6.42,0,230.8,9.2,0
8,UNKNOWN,6.56,0.08,48933.7,3254.2,0.076
25,UNKNOWN,6.72,0,4304.3,210.7,0.005
9,UNKNOWN,6.85,0.01,10533.7,462.2,0.011
26,UNKNOWN_7,6.94,0.02,18390.9,946.3,0.022
10,UNKNOWN_8,7.04,4.47,1266295.9,191553.9,4.47
11,UNKNOWN,7.5,1.03,477150.2,44245.9,1.032
12,UNKNOWN,7.64,0.06,231377.5,2398.9,0.056
39,UNKNOWN_9,7.71,0.7,502704.7,30074.8,0.702
60,UNKNOWN,7.75,0.16,569714.7,6788,0.158
13,UNKNOWN,7.78,1.93,2689595.3,82592.2,1.927
40,UNKNOWN_10,7.82,1.58,2866662.6,67781.6,1.582
41,UNKNOWN_11,8.1,40.09,4751261.6,1718251.4,40.094
42,UNKNOWN_12,8.36,1.14,564085.1,48987.9,1.143
43,UNKNOWN,8.52,0.01,17098.1,543,0.013
14,UNKNOWN,8.59,0.04,158252.7,1546.3,0.036
44,UNKNOWN,8.6,0.11,348287.1,4925.8,0.115
45,UNKNOWN,8.62,0.48,350577.8,20526.3,0.479
15,UNKNOWN,8.8,0.04,36521,1852.1,0.043
16,UNKNOWN,8.96,0.01,5443.3,267.7,0.006
27,UNKNOWN,9,0,10402.2,113.8,0.003
37,UNKNOWN,9.02,0.01,12316.9,527.6,0.012
46,UNKNOWN,9.12,0,2680.1,145.9,0.003
47,UNKNOWN,9.18,0.01,4436.5,297.5,0.007
48,UNKNOWN,9.25,0.01,4641.5,261.3,0.006
49,UNKNOWN_13,9.37,0.1,92945.3,4189.6,0.098
61,UNKNOWN,9.41,0.3,145123.8,12708.7,0.297
50,UNKNOWN_1,9.63,0.04,16559.7,1898.1,0.044
51,UNKNOWN,9.81,0.01,3789.7,287.8,0.007
52,UNKNOWN,9.94,0.02,10603.6,707.3,0.017
53,UNKNOWN,10.03,0.01,7932.6,442.8,0.01
54,UNKNOWN,10.09,0.01,8565.3,425.4,0.01
55,UNKNOWN,10.14,0.03,14610.8,1286.2,0.03
33,UNKNOWN,10.56,0.06,17804.7,2503.9,0.058
17,UNKNOWN_14,10.7,0.04,32661.6,1620,0.038
29,UNKNOWN,10.75,0.02,35845.3,978.2,0.023
28,UNKNOWN,10.79,0.06,60820.2,2731.6,0.064
56,UNKNOWN,10.82,0.02,51898.1,699.7,0.016
34,UNKNOWN,10.85,0.05,63278.8,2146.2,0.05
30,UNKNOWN,10.9,0.42,118001.9,17880.9,0.417
57,UNKNOWN,11.23,0,13704.6,175.9,0.004
58,UNKNOWN,11.25,0.01,13511.3,477.6,0.011
18,UNKNOWN,11.33,0.06,22696.7,2651.8,0.062
31,UNKNOWN,11.45,0.02,17456.7,690.4,0.016
19,UNKNOWN,11.51,0.02,24018.3,899.8,0.021
32,UNKNOWN,11.54,0.21,43485.5,9065.8,0.212
35,UNKNOWN,12.05,0.03,13300.5,1086.8,0.025
36,UNKNOWN,12.1,0.1,21065.8,4209.4,0.098
20,UNKNOWN,12.42,0,5452,186.7,0.004
59,UNKNOWN,12.47,0.06,15764.4,2470.7,0.058
21,UNKNOWN,12.7,0.04,8462.7,1828.9,0.043
22,UNKNOWN,13.11,0.02,4555.1,867.4,0.02
23,UNKNOWN,13.42,0.02,4667.8,1018,0.024
24,UNKNOWN,13.99,0.03,4365.9,1344.8,0.031
,,,,,,
Total,-,-,100,318409671,4285557,100
